        step	          pH	        temp	         Alk	          mu	     pct_err	      m_Ca+2	      m_Mg+2	        m_K+	       m_Na+	     m_HCO3-	    m_H4SiO4	      m_Al+3	     la_Ca+2	     la_Mg+2	    la_HCO3-	  si_Calcite	 si_Dolomite	 si_Gibbsite	si_Kaolinite	   si_Quartz	si_Anorthite	 si_Diopside	si_Forsterite	 k_Anorthite	dk_Anorthite	  k_Diopside	 dk_Diopside	k_Forsterite	dk_Forsterite	        Step	          pH	  Alkalinity	     Ca_conc	     Mg_conc	   HCO3_conc	
         132	     5.14736	      18.000	-6.34434e-06	 0.000153892	     77.6081	  3.0302e-05	  2.1683e-05	  4.0001e-05	  2.0001e-05	  7.3027e-07	  5.1763e-05	  8.4475e-08	 -4.5430e+00	 -4.6883e+00	 -6.1426e+00	     -7.4906	    -15.0901	     -0.1973	     -0.0000	     -0.2000	    -13.0980	    -17.6779	    -22.2352	  1.5000e+00	 -2.6551e-07	  8.0000e-01	 -5.9991e-08	  3.0000e-01	 -3.3207e-06	  1.3200e+02	  5.1474e+00	 -6.3443e-06	  3.0302e-05	  2.1683e-05	  7.3027e-07	
         133	     5.15253	      18.000	-6.25313e-06	 0.000153943	     77.6015	  3.0304e-05	  2.1734e-05	  4.0001e-05	  2.0001e-05	  7.3853e-07	  5.1763e-05	  8.1514e-08	 -4.5430e+00	 -4.6873e+00	 -6.1377e+00	     -7.4805	    -15.0689	     -0.1973	      0.0000	     -0.2000	    -13.0876	    -17.6562	    -22.2125	  1.5000e+00	 -2.6752e-07	  8.0000e-01	 -6.0445e-08	  3.0000e-01	 -3.3459e-06	  1.3300e+02	  5.1525e+00	 -6.2531e-06	  3.0304e-05	  2.1734e-05	  7.3853e-07	
         134	     5.15776	      18.000	-6.16165e-06	 0.000153994	     77.5946	  3.0307e-05	  2.1785e-05	  4.0001e-05	  2.0001e-05	  7.4699e-07	  5.1763e-05	  7.8621e-08	 -4.5430e+00	 -4.6863e+00	 -6.1328e+00	     -7.4703	    -15.0475	     -0.1973	      0.0000	     -0.2000	    -13.0771	    -17.6342	    -22.1896	  1.5000e+00	 -2.6954e-07	  8.0000e-01	 -6.0900e-08	  3.0000e-01	 -3.3711e-06	  1.3400e+02	  5.1578e+00	 -6.1617e-06	  3.0307e-05	  2.1785e-05	  7.4699e-07	
         135	     5.16306	      18.000	-6.06992e-06	 0.000154046	     77.5876	  3.0309e-05	  2.1836e-05	  4.0001e-05	  2.0001e-05	  7.5565e-07	  5.1763e-05	  7.5796e-08	 -4.5429e+00	 -4.6853e+00	 -6.1278e+00	     -7.4600	    -15.0259	     -0.1973	      0.0000	     -0.2000	    -13.0665	    -17.6120	    -22.1664	  1.5000e+00	 -2.7155e-07	  8.0000e-01	 -6.1354e-08	  3.0000e-01	 -3.3962e-06	  1.3500e+02	  5.1631e+00	 -6.0699e-06	  3.0309e-05	  2.1836e-05	  7.5565e-07	
         136	     5.16843	      18.000	-5.97792e-06	 0.000154098	     77.5805	  3.0312e-05	  2.1886e-05	  4.0001e-05	  2.0001e-05	  7.6452e-07	  5.1763e-05	  7.3039e-08	 -4.5429e+00	 -4.6843e+00	 -6.1227e+00	     -7.4495	    -15.0040	     -0.1973	      0.0000	     -0.2000	    -13.0557	    -17.5894	    -22.1429	  1.5000e+00	 -2.7356e-07	  8.0000e-01	 -6.1809e-08	  3.0000e-01	 -3.4214e-06	  1.3600e+02	  5.1684e+00	 -5.9779e-06	  3.0312e-05	  2.1886e-05	  7.6452e-07	
         137	     5.17387	      18.000	-5.88566e-06	 0.000154151	     77.5732	  3.0314e-05	  2.1937e-05	  4.0001e-05	  2.0001e-05	  7.7360e-07	  5.1763e-05	  7.0348e-08	 -4.5429e+00	 -4.6833e+00	 -6.1176e+00	     -7.4389	    -14.9818	     -0.1973	      0.0000	     -0.2000	    -13.0448	    -17.5667	    -22.1191	  1.5000e+00	 -2.7557e-07	  8.0000e-01	 -6.2263e-08	  3.0000e-01	 -3.4465e-06	  1.3700e+02	  5.1739e+00	 -5.8857e-06	  3.0314e-05	  2.1937e-05	  7.7360e-07	
         138	     5.17937	      18.000	-5.79315e-06	 0.000154204	     77.5657	  3.0317e-05	  2.1988e-05	  4.0001e-05	  2.0001e-05	  7.8290e-07	  5.1763e-05	  6.7724e-08	 -4.5428e+00	 -4.6823e+00	 -6.1124e+00	     -7.4282	    -14.9594	     -0.1973	      0.0000	     -0.2000	    -13.0338	    -17.5436	    -22.0951	  1.5000e+00	 -2.7758e-07	  8.0000e-01	 -6.2718e-08	  3.0000e-01	 -3.4717e-06	  1.3800e+02	  5.1794e+00	 -5.7931e-06	  3.0317e-05	  2.1988e-05	  7.8290e-07	
         139	     5.18495	      18.000	-5.70037e-06	 0.000154258	      77.558	  3.0319e-05	  2.2039e-05	  4.0001e-05	  2.0001e-05	  7.9243e-07	  5.1763e-05	  6.5165e-08	 -4.5428e+00	 -4.6813e+00	 -6.1072e+00	     -7.4173	    -14.9367	     -0.1973	     -0.0000	     -0.2000	    -13.0226	    -17.5203	    -22.0708	  1.5000e+00	 -2.7959e-07	  8.0000e-01	 -6.3172e-08	  3.0000e-01	 -3.4968e-06	  1.3900e+02	  5.1850e+00	 -5.7004e-06	  3.0319e-05	  2.2039e-05	  7.9243e-07	
         140	      5.1906	      18.000	-5.60734e-06	 0.000154312	     77.5501	  3.0322e-05	  2.2089e-05	  4.0001e-05	  2.0001e-05	  8.0219e-07	  5.1763e-05	  6.2672e-08	 -4.5428e+00	 -4.6803e+00	 -6.1019e+00	     -7.4063	    -14.9137	     -0.1973	      0.0000	     -0.2000	    -13.0112	    -17.4966	    -22.0462	  1.5000e+00	 -2.8160e-07	  8.0000e-01	 -6.3627e-08	  3.0000e-01	 -3.5220e-06	  1.4000e+02	  5.1906e+00	 -5.6073e-06	  3.0322e-05	  2.2089e-05	  8.0219e-07	
         141	     5.19633	      18.000	-5.51406e-06	 0.000154366	     77.5421	  3.0324e-05	  2.2140e-05	  4.0001e-05	  2.0001e-05	  8.1220e-07	  5.1763e-05	  6.0243e-08	 -4.5427e+00	 -4.6793e+00	 -6.0965e+00	     -7.3952	    -14.8905	     -0.1973	      0.0000	     -0.2000	    -12.9998	    -17.4727	    -22.0213	  1.5000e+00	 -2.8362e-07	  8.0000e-01	 -6.4081e-08	  3.0000e-01	 -3.5472e-06	  1.4100e+02	  5.1963e+00	 -5.5141e-06	  3.0324e-05	  2.2140e-05	  8.1220e-07	
         142	     5.20213	      18.000	-5.42052e-06	 0.000154421	     77.5338	  3.0327e-05	  2.2191e-05	  4.0001e-05	  2.0001e-05	  8.2245e-07	  5.1763e-05	  5.7878e-08	 -4.5427e+00	 -4.6783e+00	 -6.0910e+00	     -7.3839	    -14.8670	     -0.1973	      0.0000	     -0.2000	    -12.9881	    -17.4485	    -21.9962	  1.5000e+00	 -2.8563e-07	  8.0000e-01	 -6.4535e-08	  3.0000e-01	 -3.5723e-06	  1.4200e+02	  5.2021e+00	 -5.4205e-06	  3.0327e-05	  2.2191e-05	  8.2245e-07	
         143	       5.208	      18.000	-5.32673e-06	 0.000154476	     77.5254	  3.0329e-05	  2.2241e-05	  4.0001e-05	  2.0001e-05	  8.3296e-07	  5.1763e-05	  5.5577e-08	 -4.5427e+00	 -4.6773e+00	 -6.0855e+00	     -7.3725	    -14.8432	     -0.1973	     -0.0000	     -0.2000	    -12.9764	    -17.4240	    -21.9707	  1.5000e+00	 -2.8764e-07	  8.0000e-01	 -6.4990e-08	  3.0000e-01	 -3.5975e-06	  1.4300e+02	  5.2080e+00	 -5.3267e-06	  3.0329e-05	  2.2241e-05	  8.3296e-07	
         144	     5.21396	      18.000	-5.23269e-06	 0.000154532	     77.5167	  3.0332e-05	  2.2292e-05	  4.0001e-05	  2.0001e-05	  8.4375e-07	  5.1763e-05	  5.3338e-08	 -4.5426e+00	 -4.6763e+00	 -6.0799e+00	     -7.3609	    -14.8191	     -0.1973	      0.0000	     -0.2000	    -12.9644	    -17.3991	    -21.9449	  1.5000e+00	 -2.8965e-07	  8.0000e-01	 -6.5444e-08	  3.0000e-01	 -3.6226e-06	  1.4400e+02	  5.2140e+00	 -5.2327e-06	  3.0332e-05	  2.2292e-05	  8.4375e-07	
         145	     5.21999	      18.000	-5.13839e-06	 0.000154589	     77.5078	  3.0334e-05	  2.2343e-05	  4.0001e-05	  2.0001e-05	  8.5480e-07	  5.1763e-05	  5.1162e-08	 -4.5426e+00	 -4.6754e+00	 -6.0743e+00	     -7.3492	    -14.7947	     -0.1973	      0.0000	     -0.2000	    -12.9523	    -17.3740	    -21.9188	  1.5000e+00	 -2.9166e-07	  8.0000e-01	 -6.5899e-08	  3.0000e-01	 -3.6478e-06	  1.4500e+02	  5.2200e+00	 -5.1384e-06	  3.0334e-05	  2.2343e-05	  8.5480e-07	
         146	     5.22611	      18.000	-5.04385e-06	 0.000154646	     77.4987	  3.0336e-05	  2.2394e-05	  4.0001e-05	  2.0001e-05	  8.6615e-07	  5.1763e-05	  4.9047e-08	 -4.5426e+00	 -4.6744e+00	 -6.0685e+00	     -7.3373	    -14.7700	     -0.1973	      0.0000	     -0.2000	    -12.9401	    -17.3485	    -21.8924	  1.5000e+00	 -2.9367e-07	  8.0000e-01	 -6.6353e-08	  3.0000e-01	 -3.6729e-06	  1.4600e+02	  5.2261e+00	 -5.0439e-06	  3.0336e-05	  2.2394e-05	  8.6615e-07	
         147	      5.2323	      18.000	-4.94906e-06	 0.000154703	     77.4894	  3.0339e-05	  2.2444e-05	  4.0001e-05	  2.0001e-05	  8.7779e-07	  5.1763e-05	  4.6993e-08	 -4.5426e+00	 -4.6734e+00	 -6.0627e+00	     -7.3253	    -14.7450	     -0.1973	     -0.0000	     -0.2000	    -12.9276	    -17.3227	    -21.8656	  1.5000e+00	 -2.9568e-07	  8.0000e-01	 -6.6808e-08	  3.0000e-01	 -3.6981e-06	  1.4700e+02	  5.2323e+00	 -4.9491e-06	  3.0339e-05	  2.2444e-05	  8.7779e-07	
         148	     5.23859	      18.000	-4.85403e-06	 0.000154761	     77.4798	  3.0341e-05	  2.2495e-05	  4.0001e-05	  2.0001e-05	  8.8973e-07	  5.1763e-05	  4.4999e-08	 -4.5425e+00	 -4.6724e+00	 -6.0569e+00	     -7.3131	    -14.7197	     -0.1973	      0.0000	     -0.2000	    -12.9150	    -17.2966	    -21.8385	  1.5000e+00	 -2.9770e-07	  8.0000e-01	 -6.7262e-08	  3.0000e-01	 -3.7233e-06	  1.4800e+02	  5.2386e+00	 -4.8540e-06	  3.0341e-05	  2.2495e-05	  8.8973e-07	
         149	     5.24495	      18.000	-4.75875e-06	 0.000154819	     77.4699	  3.0344e-05	  2.2546e-05	  4.0001e-05	  2.0001e-05	  9.0199e-07	  5.1763e-05	  4.3064e-08	 -4.5425e+00	 -4.6714e+00	 -6.0509e+00	     -7.3008	    -14.6941	     -0.1973	     -0.0000	     -0.2000	    -12.9023	    -17.2701	    -21.8111	  1.5000e+00	 -2.9971e-07	  8.0000e-01	 -6.7717e-08	  3.0000e-01	 -3.7484e-06	  1.4900e+02	  5.2450e+00	 -4.7588e-06	  3.0344e-05	  2.2546e-05	  9.0199e-07	
         150	      5.2514	      18.000	-4.66323e-06	 0.000154878	     77.4598	  3.0346e-05	  2.2596e-05	  4.0001e-05	  2.0001e-05	  9.1458e-07	  5.1763e-05	  4.1188e-08	 -4.5425e+00	 -4.6705e+00	 -6.0449e+00	     -7.2883	    -14.6682	     -0.1973	      0.0000	     -0.2000	    -12.8893	    -17.2433	    -21.7834	  1.5000e+00	 -3.0172e-07	  8.0000e-01	 -6.8171e-08	  3.0000e-01	 -3.7736e-06	  1.5000e+02	  5.2514e+00	 -4.6632e-06	  3.0346e-05	  2.2596e-05	  9.1458e-07	
         151	     5.25794	      18.000	-4.56747e-06	 0.000154937	     77.4495	  3.0349e-05	  2.2647e-05	  4.0001e-05	  2.0001e-05	  9.2750e-07	  5.1763e-05	  3.9369e-08	 -4.5424e+00	 -4.6695e+00	 -6.0388e+00	     -7.2756	    -14.6419	     -0.1973	     -0.0000	     -0.2000	    -12.8762	    -17.2162	    -21.7553	  1.5000e+00	 -3.0373e-07	  8.0000e-01	 -6.8626e-08	  3.0000e-01	 -3.7987e-06	  1.5100e+02	  5.2579e+00	 -4.5675e-06	  3.0349e-05	  2.2647e-05	  9.2750e-07	
         152	     5.26457	      18.000	-4.47147e-06	 0.000154997	     77.4388	  3.0351e-05	  2.2698e-05	  4.0001e-05	  2.0001e-05	  9.4078e-07	  5.1763e-05	  3.7608e-08	 -4.5424e+00	 -4.6685e+00	 -6.0327e+00	     -7.2628	    -14.6153	     -0.1973	      0.0000	     -0.2000	    -12.8629	    -17.1886	    -21.7268	  1.5000e+00	 -3.0574e-07	  8.0000e-01	 -6.9080e-08	  3.0000e-01	 -3.8239e-06	  1.5200e+02	  5.2646e+00	 -4.4715e-06	  3.0351e-05	  2.2698e-05	  9.4078e-07	
         153	     5.27129	      18.000	-4.37523e-06	 0.000155058	     77.4279	  3.0354e-05	  2.2749e-05	  4.0001e-05	  2.0001e-05	  9.5441e-07	  5.1763e-05	  3.5903e-08	 -4.5424e+00	 -4.6676e+00	 -6.0264e+00	     -7.2498	    -14.5884	     -0.1973	     -0.0000	     -0.2000	    -12.8495	    -17.1608	    -21.6980	  1.5000e+00	 -3.0775e-07	  8.0000e-01	 -6.9535e-08	  3.0000e-01	 -3.8490e-06	  1.5300e+02	  5.2713e+00	 -4.3752e-06	  3.0354e-05	  2.2749e-05	  9.5441e-07	
         154	      5.2781	      18.000	-4.27876e-06	 0.000155119	     77.4167	  3.0356e-05	  2.2799e-05	  4.0001e-05	  2.0001e-05	  9.6842e-07	  5.1763e-05	  3.4253e-08	 -4.5423e+00	 -4.6666e+00	 -6.0201e+00	     -7.2366	    -14.5611	     -0.1973	      0.0000	     -0.2000	    -12.8358	    -17.1325	    -21.6689	  1.5000e+00	 -3.0976e-07	  8.0000e-01	 -6.9989e-08	  3.0000e-01	 -3.8742e-06	  1.5400e+02	  5.2781e+00	 -4.2788e-06	  3.0356e-05	  2.2799e-05	  9.6842e-07	
         155	     5.28501	      18.000	-4.18205e-06	 0.000155181	     77.4051	  3.0359e-05	  2.2850e-05	  4.0001e-05	  2.0001e-05	  9.8281e-07	  5.1763e-05	  3.2658e-08	 -4.5423e+00	 -4.6656e+00	 -6.0137e+00	     -7.2233	    -14.5335	     -0.1973	      0.0000	     -0.2000	    -12.8220	    -17.1039	    -21.6393	  1.5000e+00	 -3.1178e-07	  8.0000e-01	 -7.0444e-08	  3.0000e-01	 -3.8994e-06	  1.5500e+02	  5.2850e+00	 -4.1821e-06	  3.0359e-05	  2.2850e-05	  9.8281e-07	
         156	     5.29201	      18.000	-4.08512e-06	 0.000155243	     77.3933	  3.0361e-05	  2.2901e-05	  4.0001e-05	  2.0001e-05	  9.9760e-07	  5.1763e-05	  3.1117e-08	 -4.5423e+00	 -4.6647e+00	 -6.0072e+00	     -7.2098	    -14.5055	     -0.1973	      0.0000	     -0.2000	    -12.8079	    -17.0749	    -21.6094	  1.5000e+00	 -3.1379e-07	  8.0000e-01	 -7.0898e-08	  3.0000e-01	 -3.9245e-06	  1.5600e+02	  5.2920e+00	 -4.0851e-06	  3.0361e-05	  2.2901e-05	  9.9760e-07	
         157	     5.29911	      18.000	-3.98795e-06	 0.000155306	     77.3811	  3.0363e-05	  2.2952e-05	  4.0001e-05	  2.0001e-05	  1.0128e-06	  5.1763e-05	  2.9629e-08	 -4.5422e+00	 -4.6637e+00	 -6.0006e+00	     -7.1961	    -14.4772	     -0.1973	     -0.0000	     -0.2000	    -12.7937	    -17.0455	    -21.5791	  1.5000e+00	 -3.1580e-07	  8.0000e-01	 -7.1353e-08	  3.0000e-01	 -3.9497e-06	  1.5700e+02	  5.2991e+00	 -3.9880e-06	  3.0363e-05	  2.2952e-05	  1.0128e-06	
         158	     5.30631	      18.000	-3.89056e-06	 0.000155369	     77.3686	  3.0366e-05	  2.3002e-05	  4.0001e-05	  2.0001e-05	  1.0284e-06	  5.1763e-05	  2.8193e-08	 -4.5422e+00	 -4.6628e+00	 -5.9940e+00	     -7.1822	    -14.4485	     -0.1973	      0.0000	     -0.2000	    -12.7793	    -17.0158	    -21.5484	  1.5000e+00	 -3.1781e-07	  8.0000e-01	 -7.1807e-08	  3.0000e-01	 -3.9748e-06	  1.5800e+02	  5.3063e+00	 -3.8906e-06	  3.0366e-05	  2.3002e-05	  1.0284e-06	
         159	      5.3136	      18.000	-3.79294e-06	 0.000155433	     77.3558	  3.0368e-05	  2.3053e-05	  4.0001e-05	  2.0001e-05	  1.0445e-06	  5.1763e-05	  2.6808e-08	 -4.5422e+00	 -4.6618e+00	 -5.9872e+00	     -7.1681	    -14.4195	     -0.1973	     -0.0000	     -0.2000	    -12.7647	    -16.9856	    -21.5173	  1.5000e+00	 -3.1982e-07	  8.0000e-01	 -7.2262e-08	  3.0000e-01	 -4.0000e-06	  1.5900e+02	  5.3136e+00	 -3.7929e-06	  3.0368e-05	  2.3053e-05	  1.0445e-06	
         160	       5.321	      18.000	 -3.6951e-06	 0.000155498	     77.3425	  3.0371e-05	  2.3104e-05	  4.0001e-05	  2.0001e-05	  1.0611e-06	  5.1763e-05	  2.5473e-08	 -4.5422e+00	 -4.6609e+00	 -5.9804e+00	     -7.1539	    -14.3900	     -0.1973	      0.0000	     -0.2000	    -12.7498	    -16.9550	    -21.4858	  1.5000e+00	 -3.2183e-07	  8.0000e-01	 -7.2716e-08	  3.0000e-01	 -4.0251e-06	  1.6000e+02	  5.3210e+00	 -3.6951e-06	  3.0371e-05	  2.3104e-05	  1.0611e-06	
         161	      5.3285	      18.000	-3.59704e-06	 0.000155563	     77.3289	  3.0373e-05	  2.3154e-05	  4.0001e-05	  2.0001e-05	  1.0781e-06	  5.1763e-05	  2.4187e-08	 -4.5421e+00	 -4.6599e+00	 -5.9735e+00	     -7.1394	    -14.3603	     -0.1973	      0.0000	     -0.2000	    -12.7348	    -16.9240	    -21.4539	  1.5000e+00	 -3.2384e-07	  8.0000e-01	 -7.3170e-08	  3.0000e-01	 -4.0503e-06	  1.6100e+02	  5.3285e+00	 -3.5970e-06	  3.0373e-05	  2.3154e-05	  1.0781e-06	
         162	     5.33611	      18.000	-3.49876e-06	 0.000155629	      77.315	  3.0376e-05	  2.3205e-05	  4.0001e-05	  2.0001e-05	  1.0956e-06	  5.1763e-05	  2.2950e-08	 -4.5421e+00	 -4.6590e+00	 -5.9665e+00	     -7.1248	    -14.3301	     -0.1973	      0.0000	     -0.2000	    -12.7196	    -16.8927	    -21.4216	  1.5000e+00	 -3.2586e-07	  8.0000e-01	 -7.3625e-08	  3.0000e-01	 -4.0755e-06	  1.6200e+02	  5.3361e+00	 -3.4988e-06	  3.0376e-05	  2.3205e-05	  1.0956e-06	
         163	     5.34382	      18.000	-3.40027e-06	 0.000155696	     77.3006	  3.0378e-05	  2.3256e-05	  4.0001e-05	  2.0001e-05	  1.1136e-06	  5.1763e-05	  2.1760e-08	 -4.5421e+00	 -4.6580e+00	 -5.9594e+00	     -7.1100	    -14.2995	     -0.1973	     -0.0000	     -0.2000	    -12.7041	    -16.8608	    -21.3889	  1.5000e+00	 -3.2787e-07	  8.0000e-01	 -7.4079e-08	  3.0000e-01	 -4.1006e-06	  1.6300e+02	  5.3438e+00	 -3.4003e-06	  3.0378e-05	  2.3256e-05	  1.1136e-06	
         164	     5.35163	      18.000	-3.30156e-06	 0.000155763	     77.2858	  3.0381e-05	  2.3307e-05	  4.0001e-05	  2.0001e-05	  1.1321e-06	  5.1763e-05	  2.0617e-08	 -4.5420e+00	 -4.6571e+00	 -5.9523e+00	     -7.0950	    -14.2686	     -0.1973	      0.0000	     -0.2000	    -12.6885	    -16.8286	    -21.3557	  1.5000e+00	 -3.2988e-07	  8.0000e-01	 -7.4534e-08	  3.0000e-01	 -4.1258e-06	  1.6400e+02	  5.3516e+00	 -3.3016e-06	  3.0381e-05	  2.3307e-05	  1.1321e-06	
         165	     5.35956	      18.000	-3.20265e-06	 0.000155831	     77.2706	  3.0383e-05	  2.3357e-05	  4.0001e-05	  2.0001e-05	  1.1512e-06	  5.1763e-05	  1.9519e-08	 -4.5420e+00	 -4.6562e+00	 -5.9450e+00	     -7.0798	    -14.2373	     -0.1973	     -0.0000	     -0.2000	    -12.6726	    -16.7959	    -21.3222	  1.5000e+00	 -3.3189e-07	  8.0000e-01	 -7.4988e-08	  3.0000e-01	 -4.1509e-06	  1.6500e+02	  5.3596e+00	 -3.2026e-06	  3.0383e-05	  2.3357e-05	  1.1512e-06	
         166	     5.36759	      18.000	-3.10352e-06	   0.0001559	     77.2549	  3.0386e-05	  2.3408e-05	  4.0001e-05	  2.0001e-05	  1.1708e-06	  5.1763e-05	  1.8466e-08	 -4.5420e+00	 -4.6552e+00	 -5.9377e+00	     -7.0644	    -14.2056	     -0.1973	      0.0000	     -0.2000	    -12.6565	    -16.7628	    -21.2881	  1.5000e+00	 -3.3390e-07	  8.0000e-01	 -7.5443e-08	  3.0000e-01	 -4.1761e-06	  1.6600e+02	  5.3676e+00	 -3.1035e-06	  3.0386e-05	  2.3408e-05	  1.1708e-06	
         167	     5.37573	      18.000	-3.00419e-06	 0.000155969	     77.2388	  3.0388e-05	  2.3459e-05	  4.0001e-05	  2.0001e-05	  1.1910e-06	  5.1763e-05	  1.7457e-08	 -4.5419e+00	 -4.6543e+00	 -5.9302e+00	     -7.0488	    -14.1735	     -0.1973	     -0.0000	     -0.2000	    -12.6402	    -16.7293	    -21.2537	  1.5000e+00	 -3.3591e-07	  8.0000e-01	 -7.5897e-08	  3.0000e-01	 -4.2012e-06	  1.6700e+02	  5.3757e+00	 -3.0042e-06	  3.0388e-05	  2.3459e-05	  1.1910e-06	
         168	     5.38399	      18.000	-2.90466e-06	  0.00015604	     77.2223	  3.0391e-05	  2.3509e-05	  4.0001e-05	  2.0001e-05	  1.2118e-06	  5.1763e-05	  1.6489e-08	 -4.5419e+00	 -4.6534e+00	 -5.9227e+00	     -7.0330	    -14.1409	     -0.1973	      0.0000	     -0.2000	    -12.6236	    -16.6953	    -21.2188	  1.5000e+00	 -3.3792e-07	  8.0000e-01	 -7.6352e-08	  3.0000e-01	 -4.2264e-06	  1.6800e+02	  5.3840e+00	 -2.9047e-06	  3.0391e-05	  2.3509e-05	  1.2118e-06	
         169	     5.39236	      18.000	-2.80493e-06	 0.000156111	     77.2052	  3.0393e-05	  2.3560e-05	  4.0001e-05	  2.0001e-05	  1.2332e-06	  5.1763e-05	  1.5564e-08	 -4.5419e+00	 -4.6524e+00	 -5.9151e+00	     -7.0170	    -14.1080	     -0.1973	      0.0000	     -0.2000	    -12.6069	    -16.6609	    -21.1835	  1.5000e+00	 -3.3994e-07	  8.0000e-01	 -7.6806e-08	  3.0000e-01	 -4.2516e-06	  1.6900e+02	  5.3924e+00	 -2.8049e-06	  3.0393e-05	  2.3560e-05	  1.2332e-06	
         170	     5.40084	      18.000	  -2.705e-06	 0.000156182	     77.1876	  3.0395e-05	  2.3611e-05	  4.0001e-05	  2.0001e-05	  1.2553e-06	  5.1763e-05	  1.4678e-08	 -4.5419e+00	 -4.6515e+00	 -5.9074e+00	     -7.0008	    -14.0747	     -0.1973	      0.0000	     -0.2000	    -12.5899	    -16.6260	    -21.1477	  1.5000e+00	 -3.4195e-07	  8.0000e-01	 -7.7261e-08	  3.0000e-01	 -4.2767e-06	  1.7000e+02	  5.4008e+00	 -2.7050e-06	  3.0395e-05	  2.3611e-05	  1.2553e-06	
         171	     5.40944	      18.000	-2.60488e-06	 0.000156255	     77.1696	  3.0398e-05	  2.3662e-05	  4.0001e-05	  2.0001e-05	  1.2780e-06	  5.1763e-05	  1.3832e-08	 -4.5418e+00	 -4.6506e+00	 -5.8996e+00	     -6.9843	    -14.0410	     -0.1973	      0.0000	     -0.2000	    -12.5726	    -16.5907	    -21.1115	  1.5000e+00	 -3.4396e-07	  8.0000e-01	 -7.7715e-08	  3.0000e-01	 -4.3019e-06	  1.7100e+02	  5.4094e+00	 -2.6049e-06	  3.0398e-05	  2.3662e-05	  1.2780e-06	
         172	     5.41815	      18.000	-2.50457e-06	 0.000156328	      77.151	  3.0400e-05	  2.3712e-05	  4.0001e-05	  2.0001e-05	  1.3014e-06	  5.1763e-05	  1.3025e-08	 -4.5418e+00	 -4.6497e+00	 -5.8918e+00	     -6.9677	    -14.0068	     -0.1973	      0.0000	     -0.2000	    -12.5552	    -16.5549	    -21.0748	  1.5000e+00	 -3.4597e-07	  8.0000e-01	 -7.8170e-08	  3.0000e-01	 -4.3270e-06	  1.7200e+02	  5.4181e+00	 -2.5046e-06	  3.0400e-05	  2.3712e-05	  1.3014e-06	
         173	     5.42698	      18.000	-2.40407e-06	 0.000156402	     77.1318	  3.0403e-05	  2.3763e-05	  4.0001e-05	  2.0001e-05	  1.3255e-06	  5.1763e-05	  1.2255e-08	 -4.5418e+00	 -4.6487e+00	 -5.8838e+00	     -6.9509	    -13.9723	     -0.1973	     -0.0000	     -0.2000	    -12.5375	    -16.5186	    -21.0376	  1.5000e+00	 -3.4798e-07	  8.0000e-01	 -7.8624e-08	  3.0000e-01	 -4.3522e-06	  1.7300e+02	  5.4270e+00	 -2.4041e-06	  3.0403e-05	  2.3763e-05	  1.3255e-06	
         174	     5.43592	      18.000	-2.30338e-06	 0.000156477	     77.1121	  3.0405e-05	  2.3814e-05	  4.0001e-05	  2.0001e-05	  1.3503e-06	  5.1763e-05	  1.1521e-08	 -4.5417e+00	 -4.6478e+00	 -5.8757e+00	     -6.9339	    -13.9374	     -0.1973	     -0.0000	     -0.2000	    -12.5196	    -16.4819	    -21.0000	  1.5000e+00	 -3.4999e-07	  8.0000e-01	 -7.9079e-08	  3.0000e-01	 -4.3773e-06	  1.7400e+02	  5.4359e+00	 -2.3034e-06	  3.0405e-05	  2.3814e-05	  1.3503e-06	
         175	     5.44498	      18.000	-2.20252e-06	 0.000156553	     77.0918	  3.0408e-05	  2.3864e-05	  4.0001e-05	  2.0001e-05	  1.3759e-06	  5.1763e-05	  1.0822e-08	 -4.5417e+00	 -4.6469e+00	 -5.8676e+00	     -6.9166	    -13.9020	     -0.1973	      0.0000	     -0.2000	    -12.5014	    -16.4447	    -20.9619	  1.5000e+00	 -3.5200e-07	  8.0000e-01	 -7.9533e-08	  3.0000e-01	 -4.4025e-06	  1.7500e+02	  5.4450e+00	 -2.2025e-06	  3.0408e-05	  2.3864e-05	  1.3759e-06	
         176	     5.45416	      18.000	-2.10147e-06	  0.00015663	     77.0709	  3.0410e-05	  2.3915e-05	  4.0001e-05	  2.0001e-05	  1.4022e-06	  5.1763e-05	  1.0157e-08	 -4.5417e+00	 -4.6460e+00	 -5.8593e+00	     -6.8992	    -13.8662	     -0.1973	     -0.0000	     -0.2000	    -12.4830	    -16.4070	    -20.9234	  1.5000e+00	 -3.5402e-07	  8.0000e-01	 -7.9988e-08	  3.0000e-01	 -4.4277e-06	  1.7600e+02	  5.4542e+00	 -2.1015e-06	  3.0410e-05	  2.3915e-05	  1.4022e-06	
         177	     5.46346	      18.000	-2.00025e-06	 0.000156708	     77.0493	  3.0413e-05	  2.3966e-05	  4.0001e-05	  2.0001e-05	  1.4294e-06	  5.1763e-05	  9.5260e-09	 -4.5417e+00	 -4.6451e+00	 -5.8510e+00	     -6.8815	    -13.8300	     -0.1973	      0.0000	     -0.2000	    -12.4644	    -16.3689	    -20.8843	  1.5000e+00	 -3.5603e-07	  8.0000e-01	 -8.0442e-08	  3.0000e-01	 -4.4528e-06	  1.7700e+02	  5.4635e+00	 -2.0002e-06	  3.0413e-05	  2.3966e-05	  1.4294e-06	
