        step	          pH	        temp	         Alk	          mu	     pct_err	      m_Ca+2	      m_Mg+2	        m_K+	       m_Na+	     m_HCO3-	    m_H4SiO4	      m_Al+3	     la_Ca+2	     la_Mg+2	    la_HCO3-	  si_Calcite	 si_Dolomite	 si_Gibbsite	si_Kaolinite	   si_Quartz	si_Anorthite	 si_Diopside	si_Forsterite	 k_Anorthite	dk_Anorthite	  k_Diopside	 dk_Diopside	k_Forsterite	dk_Forsterite	        Step	          pH	  Alkalinity	     Ca_conc	     Mg_conc	   HCO3_conc	
         178	     5.47287	      18.000	-1.89885e-06	 0.000156787	     77.0272	  3.0415e-05	  2.4017e-05	  4.0001e-05	  2.0001e-05	  1.4573e-06	  5.1763e-05	  8.9265e-09	 -4.5416e+00	 -4.6441e+00	 -5.8426e+00	     -6.8637	    -13.7935	     -0.1973	      0.0000	     -0.2000	    -12.4456	    -16.3303	    -20.8449	  1.5000e+00	 -3.5804e-07	  8.0000e-01	 -8.0897e-08	  3.0000e-01	 -4.4780e-06	  1.7800e+02	  5.4729e+00	 -1.8989e-06	  3.0415e-05	  2.4017e-05	  1.4573e-06	
         179	      5.4824	      18.000	-1.79729e-06	 0.000156866	     77.0044	  3.0418e-05	  2.4067e-05	  4.0001e-05	  2.0001e-05	  1.4861e-06	  5.1763e-05	  8.3579e-09	 -4.5416e+00	 -4.6432e+00	 -5.8341e+00	     -6.8456	    -13.7565	     -0.1973	      0.0000	     -0.2000	    -12.4265	    -16.2912	    -20.8049	  1.5000e+00	 -3.6005e-07	  8.0000e-01	 -8.1351e-08	  3.0000e-01	 -4.5031e-06	  1.7900e+02	  5.4824e+00	 -1.7973e-06	  3.0418e-05	  2.4067e-05	  1.4861e-06	
         180	     5.49205	      18.000	-1.69556e-06	 0.000156947	     76.9809	  3.0420e-05	  2.4118e-05	  4.0001e-05	  2.0001e-05	  1.5157e-06	  5.1763e-05	  7.8192e-09	 -4.5416e+00	 -4.6423e+00	 -5.8256e+00	     -6.8274	    -13.7191	     -0.1973	      0.0000	     -0.2000	    -12.4071	    -16.2517	    -20.7645	  1.5000e+00	 -3.6206e-07	  8.0000e-01	 -8.1806e-08	  3.0000e-01	 -4.5283e-06	  1.8000e+02	  5.4921e+00	 -1.6956e-06	  3.0420e-05	  2.4118e-05	  1.5157e-06	
         181	     5.50182	      18.000	-1.59367e-06	 0.000157028	     76.9568	  3.0422e-05	  2.4169e-05	  4.0001e-05	  2.0001e-05	  1.5462e-06	  5.1763e-05	  7.3094e-09	 -4.5415e+00	 -4.6414e+00	 -5.8169e+00	     -6.8089	    -13.6813	     -0.1973	      0.0000	     -0.2000	    -12.3876	    -16.2117	    -20.7236	  1.5000e+00	 -3.6407e-07	  8.0000e-01	 -8.2260e-08	  3.0000e-01	 -4.5534e-06	  1.8100e+02	  5.5018e+00	 -1.5937e-06	  3.0422e-05	  2.4169e-05	  1.5462e-06	
         182	      5.5117	      18.000	-1.49162e-06	 0.000157111	     76.9319	  3.0425e-05	  2.4219e-05	  4.0001e-05	  2.0001e-05	  1.5777e-06	  5.1763e-05	  6.8273e-09	 -4.5415e+00	 -4.6405e+00	 -5.8082e+00	     -6.7903	    -13.6431	     -0.1973	     -0.0000	     -0.2000	    -12.3678	    -16.1712	    -20.6823	  1.5000e+00	 -3.6608e-07	  8.0000e-01	 -8.2714e-08	  3.0000e-01	 -4.5786e-06	  1.8200e+02	  5.5117e+00	 -1.4916e-06	  3.0425e-05	  2.4219e-05	  1.5777e-06	
         183	      5.5217	      18.000	-1.38942e-06	 0.000157195	     76.9063	  3.0427e-05	  2.4270e-05	  4.0001e-05	  2.0001e-05	  1.6100e-06	  5.1763e-05	  6.3719e-09	 -4.5415e+00	 -4.6396e+00	 -5.7993e+00	     -6.7714	    -13.6046	     -0.1973	     -0.0000	     -0.2000	    -12.3478	    -16.1303	    -20.6405	  1.5000e+00	 -3.6810e-07	  8.0000e-01	 -8.3169e-08	  3.0000e-01	 -4.6038e-06	  1.8300e+02	  5.5217e+00	 -1.3894e-06	  3.0427e-05	  2.4270e-05	  1.6100e-06	
         184	     5.53181	      18.000	-1.28706e-06	 0.000157279	       76.88	  3.0430e-05	  2.4321e-05	  4.0001e-05	  2.0001e-05	  1.6433e-06	  5.1763e-05	  5.9423e-09	 -4.5415e+00	 -4.6387e+00	 -5.7905e+00	     -6.7524	    -13.5657	     -0.1973	     -0.0000	     -0.2000	    -12.3275	    -16.0889	    -20.5982	  1.5000e+00	 -3.7011e-07	  8.0000e-01	 -8.3623e-08	  3.0000e-01	 -4.6289e-06	  1.8400e+02	  5.5318e+00	 -1.2871e-06	  3.0430e-05	  2.4321e-05	  1.6433e-06	
         185	     5.54203	      18.000	-1.18456e-06	 0.000157365	      76.853	  3.0432e-05	  2.4372e-05	  4.0001e-05	  2.0001e-05	  1.6776e-06	  5.1763e-05	  5.5373e-09	 -4.5414e+00	 -4.6378e+00	 -5.7815e+00	     -6.7332	    -13.5264	     -0.1973	      0.0000	     -0.2000	    -12.3070	    -16.0471	    -20.5556	  1.5000e+00	 -3.7212e-07	  8.0000e-01	 -8.4078e-08	  3.0000e-01	 -4.6541e-06	  1.8500e+02	  5.5420e+00	 -1.1846e-06	  3.0432e-05	  2.4372e-05	  1.6776e-06	
         186	     5.55237	      18.000	-1.08191e-06	 0.000157452	     76.8251	  3.0435e-05	  2.4422e-05	  4.0001e-05	  2.0001e-05	  1.7129e-06	  5.1763e-05	  5.1559e-09	 -4.5414e+00	 -4.6369e+00	 -5.7725e+00	     -6.7138	    -13.4867	     -0.1973	     -0.0000	     -0.2000	    -12.2863	    -16.0048	    -20.5124	  1.5000e+00	 -3.7413e-07	  8.0000e-01	 -8.4532e-08	  3.0000e-01	 -4.6792e-06	  1.8600e+02	  5.5524e+00	 -1.0819e-06	  3.0435e-05	  2.4422e-05	  1.7129e-06	
         187	     5.56281	      18.000	-9.79116e-07	  0.00015754	     76.7965	  3.0437e-05	  2.4473e-05	  4.0001e-05	  2.0001e-05	  1.7492e-06	  5.1763e-05	  4.7971e-09	 -4.5414e+00	 -4.6360e+00	 -5.7634e+00	     -6.6942	    -13.4467	     -0.1973	      0.0000	     -0.2000	    -12.2654	    -15.9621	    -20.4689	  1.5000e+00	 -3.7614e-07	  8.0000e-01	 -8.4987e-08	  3.0000e-01	 -4.7044e-06	  1.8700e+02	  5.5628e+00	 -9.7912e-07	  3.0437e-05	  2.4473e-05	  1.7492e-06	
         188	     5.57337	      18.000	-8.76186e-07	 0.000157629	     76.7671	  3.0440e-05	  2.4524e-05	  4.0001e-05	  2.0001e-05	  1.7865e-06	  5.1763e-05	  4.4600e-09	 -4.5413e+00	 -4.6351e+00	 -5.7542e+00	     -6.6745	    -13.4063	     -0.1973	     -0.0000	     -0.2000	    -12.2443	    -15.9190	    -20.4249	  1.5000e+00	 -3.7815e-07	  8.0000e-01	 -8.5441e-08	  3.0000e-01	 -4.7295e-06	  1.8800e+02	  5.5734e+00	 -8.7619e-07	  3.0440e-05	  2.4524e-05	  1.7865e-06	
         189	     5.58403	      18.000	-7.73122e-07	 0.000157719	     76.7369	  3.0442e-05	  2.4574e-05	  4.0001e-05	  2.0001e-05	  1.8249e-06	  5.1763e-05	  4.1436e-09	 -4.5413e+00	 -4.6342e+00	 -5.7450e+00	     -6.6546	    -13.3656	     -0.1973	      0.0000	     -0.2000	    -12.2229	    -15.8755	    -20.3804	  1.5000e+00	 -3.8017e-07	  8.0000e-01	 -8.5896e-08	  3.0000e-01	 -4.7547e-06	  1.8900e+02	  5.5840e+00	 -7.7312e-07	  3.0442e-05	  2.4574e-05	  1.8249e-06	
         190	     5.59479	      18.000	-6.69928e-07	  0.00015781	     76.7059	  3.0445e-05	  2.4625e-05	  4.0001e-05	  2.0001e-05	  1.8644e-06	  5.1763e-05	  3.8469e-09	 -4.5413e+00	 -4.6334e+00	 -5.7357e+00	     -6.6345	    -13.3246	     -0.1973	      0.0000	     -0.2000	    -12.2014	    -15.8315	    -20.3356	  1.5000e+00	 -3.8218e-07	  8.0000e-01	 -8.6350e-08	  3.0000e-01	 -4.7799e-06	  1.9000e+02	  5.5948e+00	 -6.6993e-07	  3.0445e-05	  2.4625e-05	  1.8644e-06	
         191	     5.60565	      18.000	-5.66606e-07	 0.000157903	      76.674	  3.0447e-05	  2.4676e-05	  4.0001e-05	  2.0001e-05	  1.9049e-06	  5.1763e-05	  3.5689e-09	 -4.5413e+00	 -4.6325e+00	 -5.7263e+00	     -6.6142	    -13.2833	     -0.1973	     -0.0000	     -0.2000	    -12.1796	    -15.7871	    -20.2904	  1.5000e+00	 -3.8419e-07	  8.0000e-01	 -8.6805e-08	  3.0000e-01	 -4.8050e-06	  1.9100e+02	  5.6057e+00	 -5.6661e-07	  3.0447e-05	  2.4676e-05	  1.9049e-06	
         192	     5.61661	      18.000	 -4.6316e-07	 0.000157997	     76.6413	  3.0449e-05	  2.4727e-05	  4.0001e-05	  2.0001e-05	  1.9466e-06	  5.1763e-05	  3.3088e-09	 -4.5412e+00	 -4.6316e+00	 -5.7169e+00	     -6.5939	    -13.2416	     -0.1973	      0.0000	     -0.2000	    -12.1577	    -15.7424	    -20.2448	  1.5000e+00	 -3.8620e-07	  8.0000e-01	 -8.7259e-08	  3.0000e-01	 -4.8302e-06	  1.9200e+02	  5.6166e+00	 -4.6316e-07	  3.0449e-05	  2.4727e-05	  1.9466e-06	
         193	     5.62767	      18.000	-3.59594e-07	 0.000158092	     76.6077	  3.0452e-05	  2.4777e-05	  4.0001e-05	  2.0001e-05	  1.9894e-06	  5.1763e-05	  3.0656e-09	 -4.5412e+00	 -4.6307e+00	 -5.7075e+00	     -6.5733	    -13.1997	     -0.1973	      0.0000	     -0.2000	    -12.1356	    -15.6972	    -20.1988	  1.5000e+00	 -3.8821e-07	  8.0000e-01	 -8.7714e-08	  3.0000e-01	 -4.8553e-06	  1.9300e+02	  5.6277e+00	 -3.5959e-07	  3.0452e-05	  2.4777e-05	  1.9894e-06	
         194	     5.63881	      18.000	-2.55912e-07	 0.000158188	     76.5733	  3.0454e-05	  2.4828e-05	  4.0001e-05	  2.0001e-05	  2.0333e-06	  5.1763e-05	  2.8385e-09	 -4.5412e+00	 -4.6298e+00	 -5.6980e+00	     -6.5527	    -13.1576	     -0.1973	      0.0000	     -0.2000	    -12.1132	    -15.6517	    -20.1524	  1.5000e+00	 -3.9022e-07	  8.0000e-01	 -8.8168e-08	  3.0000e-01	 -4.8805e-06	  1.9400e+02	  5.6388e+00	 -2.5591e-07	  3.0454e-05	  2.4828e-05	  2.0333e-06	
         195	     5.65005	      18.000	-1.52116e-07	 0.000158285	      76.538	  3.0457e-05	  2.4879e-05	  4.0001e-05	  2.0001e-05	  2.0784e-06	  5.1763e-05	  2.6267e-09	 -4.5411e+00	 -4.6289e+00	 -5.6885e+00	     -6.5319	    -13.1151	     -0.1973	      0.0000	     -0.2000	    -12.0907	    -15.6059	    -20.1057	  1.5000e+00	 -3.9223e-07	  8.0000e-01	 -8.8623e-08	  3.0000e-01	 -4.9056e-06	  1.9500e+02	  5.6500e+00	 -1.5212e-07	  3.0457e-05	  2.4879e-05	  2.0784e-06	
         196	     5.66137	      18.000	-4.82109e-08	 0.000158384	     76.5018	  3.0459e-05	  2.4929e-05	  4.0001e-05	  2.0001e-05	  2.1246e-06	  5.1763e-05	  2.4292e-09	 -4.5411e+00	 -4.6281e+00	 -5.6789e+00	     -6.5110	    -13.0725	     -0.1973	      0.0000	     -0.2000	    -12.0681	    -15.5597	    -20.0587	  1.5000e+00	 -3.9425e-07	  8.0000e-01	 -8.9077e-08	  3.0000e-01	 -4.9308e-06	  1.9600e+02	  5.6614e+00	 -4.8211e-08	  3.0459e-05	  2.4929e-05	  2.1246e-06	
         197	     5.67277	      18.000	 5.58003e-08	 0.000158483	     76.4647	  3.0462e-05	  2.4980e-05	  4.0001e-05	  2.0001e-05	  2.1720e-06	  5.1763e-05	  2.2453e-09	 -4.5411e+00	 -4.6272e+00	 -5.6693e+00	     -6.4900	    -13.0296	     -0.1973	      0.0000	     -0.2000	    -12.0452	    -15.5132	    -20.0114	  1.5000e+00	 -3.9626e-07	  8.0000e-01	 -8.9532e-08	  3.0000e-01	 -4.9560e-06	  1.9700e+02	  5.6728e+00	  5.5800e-08	  3.0462e-05	  2.4980e-05	  2.1720e-06	
         198	     5.68425	      18.000	 1.59914e-07	 0.000158584	     76.4268	  3.0464e-05	  2.5031e-05	  4.0001e-05	  2.0001e-05	  2.2206e-06	  5.1763e-05	  2.0742e-09	 -4.5411e+00	 -4.6263e+00	 -5.6597e+00	     -6.4689	    -12.9866	     -0.1973	      0.0000	     -0.2000	    -12.0223	    -15.4664	    -19.9637	  1.5000e+00	 -3.9827e-07	  8.0000e-01	 -8.9986e-08	  3.0000e-01	 -4.9811e-06	  1.9800e+02	  5.6842e+00	  1.5991e-07	  3.0464e-05	  2.5031e-05	  2.2206e-06	
         199	      5.6958	      18.000	 2.64127e-07	 0.000158687	     76.3879	  3.0467e-05	  2.5082e-05	  4.0001e-05	  2.0001e-05	  2.2704e-06	  5.1763e-05	  1.9152e-09	 -4.5410e+00	 -4.6255e+00	 -5.6501e+00	     -6.4477	    -12.9433	     -0.1973	     -0.0000	     -0.2000	    -11.9991	    -15.4193	    -19.9158	  1.5000e+00	 -4.0028e-07	  8.0000e-01	 -9.0441e-08	  2.9999e-01	 -5.0063e-06	  1.9900e+02	  5.6958e+00	  2.6413e-07	  3.0467e-05	  2.5082e-05	  2.2704e-06	
         200	     5.70742	      18.000	 3.68436e-07	  0.00015879	     76.3482	  3.0469e-05	  2.5132e-05	  4.0001e-05	  2.0001e-05	  2.3214e-06	  5.1763e-05	  1.7676e-09	 -4.5410e+00	 -4.6246e+00	 -5.6405e+00	     -6.4264	    -12.8999	     -0.1973	      0.0000	     -0.2000	    -11.9759	    -15.3719	    -19.8675	  1.5000e+00	 -4.0229e-07	  8.0000e-01	 -9.0895e-08	  2.9999e-01	 -5.0314e-06	  2.0000e+02	  5.7074e+00	  3.6844e-07	  3.0469e-05	  2.5132e-05	  2.3214e-06	
         201	     5.71911	      18.000	 4.72837e-07	 0.000158895	     76.3076	  3.0471e-05	  2.5183e-05	  4.0001e-05	  2.0001e-05	  2.3735e-06	  5.1763e-05	  1.6306e-09	 -4.5410e+00	 -4.6237e+00	 -5.6308e+00	     -6.4050	    -12.8563	     -0.1973	     -0.0000	     -0.2000	    -11.9525	    -15.3243	    -19.8191	  1.5000e+00	 -4.0430e-07	  8.0000e-01	 -9.1350e-08	  2.9999e-01	 -5.0566e-06	  2.0100e+02	  5.7191e+00	  4.7284e-07	  3.0471e-05	  2.5183e-05	  2.3735e-06	
         202	     5.73085	      18.000	 5.77327e-07	 0.000159001	      76.266	  3.0474e-05	  2.5234e-05	  4.0001e-05	  2.0001e-05	  2.4269e-06	  5.1763e-05	  1.5035e-09	 -4.5410e+00	 -4.6228e+00	 -5.6212e+00	     -6.3836	    -12.8126	     -0.1973	      0.0000	     -0.2000	    -11.9289	    -15.2764	    -19.7703	  1.5000e+00	 -4.0631e-07	  8.0000e-01	 -9.1804e-08	  2.9999e-01	 -5.0817e-06	  2.0200e+02	  5.7309e+00	  5.7733e-07	  3.0474e-05	  2.5234e-05	  2.4269e-06	
         203	     5.74265	      18.000	 6.81903e-07	 0.000159108	     76.2236	  3.0476e-05	  2.5284e-05	  4.0001e-05	  2.0001e-05	  2.4815e-06	  5.1763e-05	  1.3859e-09	 -4.5409e+00	 -4.6220e+00	 -5.6115e+00	     -6.3621	    -12.7688	     -0.1973	     -0.0000	     -0.2000	    -11.9053	    -15.2283	    -19.7214	  1.5000e+00	 -4.0833e-07	  8.0000e-01	 -9.2258e-08	  2.9999e-01	 -5.1069e-06	  2.0300e+02	  5.7427e+00	  6.8190e-07	  3.0476e-05	  2.5284e-05	  2.4815e-06	
         204	     5.75451	      18.000	 7.86562e-07	 0.000159217	     76.1804	  3.0479e-05	  2.5335e-05	  4.0001e-05	  2.0001e-05	  2.5372e-06	  5.1763e-05	  1.2770e-09	 -4.5409e+00	 -4.6211e+00	 -5.6019e+00	     -6.3406	    -12.7249	     -0.1973	     -0.0000	     -0.2000	    -11.8816	    -15.1800	    -19.6723	  1.5000e+00	 -4.1034e-07	  8.0000e-01	 -9.2713e-08	  2.9999e-01	 -5.1321e-06	  2.0400e+02	  5.7545e+00	  7.8656e-07	  3.0479e-05	  2.5335e-05	  2.5372e-06	
         205	     5.76641	      18.000	 8.91301e-07	 0.000159326	     76.1362	  3.0481e-05	  2.5386e-05	  4.0001e-05	  2.0001e-05	  2.5942e-06	  5.1763e-05	  1.1762e-09	 -4.5409e+00	 -4.6203e+00	 -5.5922e+00	     -6.3190	    -12.6810	     -0.1973	     -0.0000	     -0.2000	    -11.8577	    -15.1315	    -19.6229	  1.5000e+00	 -4.1235e-07	  8.0000e-01	 -9.3167e-08	  2.9999e-01	 -5.1572e-06	  2.0500e+02	  5.7664e+00	  8.9130e-07	  3.0481e-05	  2.5386e-05	  2.5942e-06	
         206	     5.77835	      18.000	 9.96116e-07	 0.000159437	     76.0912	  3.0484e-05	  2.5437e-05	  4.0001e-05	  2.0001e-05	  2.6523e-06	  5.1763e-05	  1.0831e-09	 -4.5409e+00	 -4.6194e+00	 -5.5826e+00	     -6.2974	    -12.6370	     -0.1973	     -0.0000	     -0.2000	    -11.8338	    -15.0828	    -19.5734	  1.5000e+00	 -4.1436e-07	  8.0000e-01	 -9.3622e-08	  2.9999e-01	 -5.1824e-06	  2.0600e+02	  5.7784e+00	  9.9612e-07	  3.0484e-05	  2.5437e-05	  2.6523e-06	
         207	     5.79034	      18.000	   1.101e-06	 0.000159549	     76.0453	  3.0486e-05	  2.5487e-05	  4.0001e-05	  2.0001e-05	  2.7116e-06	  5.1763e-05	  9.9712e-10	 -4.5408e+00	 -4.6185e+00	 -5.5730e+00	     -6.2758	    -12.5929	     -0.1973	     -0.0000	     -0.2000	    -11.8098	    -15.0340	    -19.5238	  1.5000e+00	 -4.1637e-07	  8.0000e-01	 -9.4076e-08	  2.9999e-01	 -5.2075e-06	  2.0700e+02	  5.7903e+00	  1.1010e-06	  3.0486e-05	  2.5487e-05	  2.7116e-06	
         208	     5.80236	      18.000	 1.20596e-06	 0.000159663	     75.9986	  3.0489e-05	  2.5538e-05	  4.0001e-05	  2.0001e-05	  2.7720e-06	  5.1763e-05	  9.1772e-10	 -4.5408e+00	 -4.6177e+00	 -5.5634e+00	     -6.2542	    -12.5488	     -0.1973	     -0.0000	     -0.2000	    -11.7858	    -14.9851	    -19.4740	  1.5000e+00	 -4.1838e-07	  8.0000e-01	 -9.4531e-08	  2.9999e-01	 -5.2327e-06	  2.0800e+02	  5.8024e+00	  1.2060e-06	  3.0489e-05	  2.5538e-05	  2.7720e-06	
         209	     5.81441	      18.000	 1.31099e-06	 0.000159777	     75.9511	  3.0491e-05	  2.5589e-05	  4.0001e-05	  2.0001e-05	  2.8336e-06	  5.1763e-05	  8.4446e-10	 -4.5408e+00	 -4.6168e+00	 -5.5539e+00	     -6.2326	    -12.5048	     -0.1973	      0.0000	     -0.2000	    -11.7616	    -14.9360	    -19.4241	  1.5000e+00	 -4.2039e-07	  8.0000e-01	 -9.4985e-08	  2.9999e-01	 -5.2578e-06	  2.0900e+02	  5.8144e+00	  1.3110e-06	  3.0491e-05	  2.5589e-05	  2.8336e-06	
         210	     5.82648	      18.000	 1.41608e-06	 0.000159893	     75.9027	  3.0493e-05	  2.5639e-05	  4.0001e-05	  2.0001e-05	  2.8964e-06	  5.1763e-05	  7.7691e-10	 -4.5407e+00	 -4.6160e+00	 -5.5444e+00	     -6.2110	    -12.4607	     -0.1973	      0.0000	     -0.2000	    -11.7375	    -14.8868	    -19.3741	  1.5000e+00	 -4.2241e-07	  8.0000e-01	 -9.5440e-08	  2.9999e-01	 -5.2830e-06	  2.1000e+02	  5.8265e+00	  1.4161e-06	  3.0493e-05	  2.5639e-05	  2.8964e-06	
         211	     5.83858	      18.000	 1.52124e-06	  0.00016001	     75.8535	  3.0496e-05	  2.5690e-05	  4.0001e-05	  2.0001e-05	  2.9602e-06	  5.1763e-05	  7.1465e-10	 -4.5407e+00	 -4.6151e+00	 -5.5349e+00	     -6.1894	    -12.4167	     -0.1973	      0.0000	     -0.2000	    -11.7132	    -14.8375	    -19.3240	  1.5000e+00	 -4.2442e-07	  8.0000e-01	 -9.5894e-08	  2.9999e-01	 -5.3081e-06	  2.1100e+02	  5.8386e+00	  1.5212e-06	  3.0496e-05	  2.5690e-05	  2.9602e-06	
         212	      5.8507	      18.000	 1.62645e-06	 0.000160128	     75.8035	  3.0498e-05	  2.5741e-05	  4.0001e-05	  2.0001e-05	  3.0252e-06	  5.1763e-05	  6.5729e-10	 -4.5407e+00	 -4.6143e+00	 -5.5255e+00	     -6.1678	    -12.3727	     -0.1973	     -0.0000	     -0.2000	    -11.6890	    -14.7882	    -19.2738	  1.5000e+00	 -4.2643e-07	  8.0000e-01	 -9.6349e-08	  2.9999e-01	 -5.3333e-06	  2.1200e+02	  5.8507e+00	  1.6265e-06	  3.0498e-05	  2.5741e-05	  3.0252e-06	
         213	     5.86283	      18.000	 1.73172e-06	 0.000160247	     75.7528	  3.0501e-05	  2.5791e-05	  4.0001e-05	  2.0001e-05	  3.0913e-06	  5.1763e-05	  6.0447e-10	 -4.5407e+00	 -4.6134e+00	 -5.5161e+00	     -6.1463	    -12.3289	     -0.1973	      0.0000	     -0.2000	    -11.6647	    -14.7388	    -19.2236	  1.5000e+00	 -4.2844e-07	  8.0000e-01	 -9.6803e-08	  2.9999e-01	 -5.3585e-06	  2.1300e+02	  5.8628e+00	  1.7317e-06	  3.0501e-05	  2.5791e-05	  3.0913e-06	
         214	     5.87498	      18.000	 1.83705e-06	 0.000160367	     75.7013	  3.0503e-05	  2.5842e-05	  4.0001e-05	  2.0001e-05	  3.1584e-06	  5.1763e-05	  5.5585e-10	 -4.5406e+00	 -4.6126e+00	 -5.5068e+00	     -6.1248	    -12.2850	     -0.1973	      0.0000	     -0.2000	    -11.6404	    -14.6893	    -19.1733	  1.5000e+00	 -4.3045e-07	  8.0000e-01	 -9.7258e-08	  2.9999e-01	 -5.3836e-06	  2.1400e+02	  5.8750e+00	  1.8370e-06	  3.0503e-05	  2.5842e-05	  3.1584e-06	
         215	     5.88713	      18.000	 1.94243e-06	 0.000160488	     75.6491	  3.0506e-05	  2.5893e-05	  4.0001e-05	  2.0001e-05	  3.2266e-06	  5.1763e-05	  5.1111e-10	 -4.5406e+00	 -4.6118e+00	 -5.4975e+00	     -6.1033	    -12.2413	     -0.1973	      0.0000	     -0.2000	    -11.6160	    -14.6398	    -19.1230	  1.5000e+00	 -4.3246e-07	  8.0000e-01	 -9.7712e-08	  2.9999e-01	 -5.4088e-06	  2.1500e+02	  5.8871e+00	  1.9424e-06	  3.0506e-05	  2.5893e-05	  3.2266e-06	
         216	     5.89929	      18.000	 2.04786e-06	 0.000160611	     75.5961	  3.0508e-05	  2.5944e-05	  4.0001e-05	  2.0001e-05	  3.2958e-06	  5.1763e-05	  4.6996e-10	 -4.5406e+00	 -4.6109e+00	 -5.4883e+00	     -6.0819	    -12.1977	     -0.1973	     -0.0000	     -0.2000	    -11.5917	    -14.5903	    -19.0727	  1.5000e+00	 -4.3447e-07	  8.0000e-01	 -9.8167e-08	  2.9999e-01	 -5.4339e-06	  2.1600e+02	  5.8993e+00	  2.0479e-06	  3.0508e-05	  2.5944e-05	  3.2958e-06	
         217	     5.91146	      18.000	 2.15333e-06	 0.000160734	     75.5424	  3.0511e-05	  2.5994e-05	  4.0001e-05	  2.0001e-05	  3.3661e-06	  5.1763e-05	  4.3210e-10	 -4.5406e+00	 -4.6101e+00	 -5.4791e+00	     -6.0606	    -12.1542	     -0.1973	     -0.0000	     -0.2000	    -11.5673	    -14.5408	    -19.0224	  1.5000e+00	 -4.3649e-07	  8.0000e-01	 -9.8621e-08	  2.9999e-01	 -5.4591e-06	  2.1700e+02	  5.9115e+00	  2.1533e-06	  3.0511e-05	  2.5994e-05	  3.3661e-06	
         218	     5.92362	      18.000	 2.25886e-06	 0.000160858	     75.4881	  3.0513e-05	  2.6045e-05	  4.0001e-05	  2.0001e-05	  3.4373e-06	  5.1763e-05	  3.9730e-10	 -4.5405e+00	 -4.6092e+00	 -5.4700e+00	     -6.0393	    -12.1108	     -0.1973	      0.0000	     -0.2000	    -11.5430	    -14.4913	    -18.9721	  1.5000e+00	 -4.3850e-07	  8.0000e-01	 -9.9076e-08	  2.9999e-01	 -5.4842e-06	  2.1800e+02	  5.9236e+00	  2.2589e-06	  3.0513e-05	  2.6045e-05	  3.4373e-06	
         219	     5.93578	      18.000	 2.36442e-06	 0.000160984	      75.433	  3.0515e-05	  2.6096e-05	  4.0001e-05	  2.0001e-05	  3.5095e-06	  5.1763e-05	  3.6531e-10	 -4.5405e+00	 -4.6084e+00	 -5.4610e+00	     -6.0181	    -12.0676	     -0.1973	      0.0000	     -0.2000	    -11.5186	    -14.4418	    -18.9217	  1.5000e+00	 -4.4051e-07	  8.0000e-01	 -9.9530e-08	  2.9999e-01	 -5.5094e-06	  2.1900e+02	  5.9358e+00	  2.3644e-06	  3.0515e-05	  2.6096e-05	  3.5095e-06	
         220	     5.94794	      18.000	 2.47003e-06	  0.00016111	     75.3774	  3.0518e-05	  2.6146e-05	  4.0001e-05	  2.0001e-05	  3.5827e-06	  5.1763e-05	  3.3590e-10	 -4.5405e+00	 -4.6076e+00	 -5.4521e+00	     -5.9969	    -12.0245	     -0.1973	     -0.0000	     -0.2000	    -11.4943	    -14.3923	    -18.8715	  1.5000e+00	 -4.4252e-07	  8.0000e-01	 -9.9985e-08	  2.9999e-01	 -5.5346e-06	  2.2000e+02	  5.9479e+00	  2.4700e-06	  3.0518e-05	  2.6146e-05	  3.5827e-06	
         221	     5.96009	      18.000	 2.57568e-06	 0.000161237	     75.3211	  3.0520e-05	  2.6197e-05	  4.0001e-05	  2.0001e-05	  3.6568e-06	  5.1763e-05	  3.0887e-10	 -4.5405e+00	 -4.6067e+00	 -5.4432e+00	     -5.9759	    -11.9816	     -0.1973	      0.0000	     -0.2000	    -11.4700	    -14.3429	    -18.8212	  1.5000e+00	 -4.4453e-07	  8.0000e-01	 -1.0044e-07	  2.9999e-01	 -5.5597e-06	  2.2100e+02	  5.9601e+00	  2.5757e-06	  3.0520e-05	  2.6197e-05	  3.6568e-06	
         222	     5.97223	      18.000	 2.68137e-06	 0.000161366	     75.2642	  3.0523e-05	  2.6248e-05	  4.0001e-05	  2.0001e-05	  3.7317e-06	  5.1763e-05	  2.8404e-10	 -4.5404e+00	 -4.6059e+00	 -5.4344e+00	     -5.9549	    -11.9388	     -0.1973	      0.0000	     -0.2000	    -11.4457	    -14.2934	    -18.7710	  1.5000e+00	 -4.4654e-07	  8.0000e-01	 -1.0089e-07	  2.9999e-01	 -5.5849e-06	  2.2200e+02	  5.9722e+00	  2.6814e-06	  3.0523e-05	  2.6248e-05	  3.7317e-06	
         223	     5.98436	      18.000	 2.78709e-06	 0.000161495	     75.2067	  3.0525e-05	  2.6299e-05	  4.0001e-05	  2.0001e-05	  3.8076e-06	  5.1763e-05	  2.6122e-10	 -4.5404e+00	 -4.6051e+00	 -5.4256e+00	     -5.9340	    -11.8962	     -0.1973	     -0.0000	     -0.2000	    -11.4214	    -14.2441	    -18.7208	  1.5000e+00	 -4.4855e-07	  8.0000e-01	 -1.0135e-07	  2.9999e-01	 -5.6100e-06	  2.2300e+02	  5.9844e+00	  2.7871e-06	  3.0525e-05	  2.6299e-05	  3.8076e-06	
